[2023-04-10 17:10:06,244][classifier.py][line:149][INFO] Start training classifier......
[2023-04-10 17:10:06,853][classifier.py][line:184][INFO] Epoch:[1/50]	 loss=0.70036	 acc=1.000
[2023-04-10 17:10:07,454][classifier.py][line:184][INFO] Epoch:[2/50]	 loss=0.43468	 acc=0.867
[2023-04-10 17:10:08,059][classifier.py][line:184][INFO] Epoch:[3/50]	 loss=0.13896	 acc=0.933
[2023-04-10 17:10:08,664][classifier.py][line:184][INFO] Epoch:[4/50]	 loss=0.19854	 acc=0.933
[2023-04-10 17:10:09,312][classifier.py][line:184][INFO] Epoch:[5/50]	 loss=0.31489	 acc=0.933
[2023-04-10 17:10:09,910][classifier.py][line:184][INFO] Epoch:[6/50]	 loss=0.09943	 acc=1.000
[2023-04-10 17:10:10,535][classifier.py][line:184][INFO] Epoch:[7/50]	 loss=0.37149	 acc=0.933
[2023-04-10 17:10:11,152][classifier.py][line:184][INFO] Epoch:[8/50]	 loss=0.06823	 acc=1.000
[2023-04-10 17:10:11,828][classifier.py][line:184][INFO] Epoch:[9/50]	 loss=0.44287	 acc=0.867
[2023-04-10 17:10:12,428][classifier.py][line:184][INFO] Epoch:[10/50]	 loss=0.69148	 acc=0.800
[2023-04-10 17:10:13,077][classifier.py][line:184][INFO] Epoch:[11/50]	 loss=0.20615	 acc=0.933
[2023-04-10 17:10:13,724][classifier.py][line:184][INFO] Epoch:[12/50]	 loss=0.31903	 acc=0.867
[2023-04-10 17:10:14,350][classifier.py][line:184][INFO] Epoch:[13/50]	 loss=0.35122	 acc=0.933
[2023-04-10 17:10:15,039][classifier.py][line:184][INFO] Epoch:[14/50]	 loss=0.06372	 acc=1.000
[2023-04-10 17:10:15,766][classifier.py][line:184][INFO] Epoch:[15/50]	 loss=0.10514	 acc=1.000
[2023-04-10 17:10:16,455][classifier.py][line:184][INFO] Epoch:[16/50]	 loss=0.02103	 acc=1.000
[2023-04-10 17:10:17,126][classifier.py][line:184][INFO] Epoch:[17/50]	 loss=0.09800	 acc=0.933
[2023-04-10 17:10:17,880][classifier.py][line:184][INFO] Epoch:[18/50]	 loss=0.02870	 acc=1.000
[2023-04-10 17:10:18,636][classifier.py][line:184][INFO] Epoch:[19/50]	 loss=0.30118	 acc=0.933
[2023-04-10 17:10:19,390][classifier.py][line:184][INFO] Epoch:[20/50]	 loss=0.14702	 acc=0.933
[2023-04-10 17:10:20,143][classifier.py][line:184][INFO] Epoch:[21/50]	 loss=0.14510	 acc=1.000
[2023-04-10 17:10:20,896][classifier.py][line:184][INFO] Epoch:[22/50]	 loss=0.30976	 acc=0.933
[2023-04-10 17:10:21,649][classifier.py][line:184][INFO] Epoch:[23/50]	 loss=0.11018	 acc=1.000
[2023-04-10 17:10:22,401][classifier.py][line:184][INFO] Epoch:[24/50]	 loss=0.43947	 acc=0.867
[2023-04-10 17:10:23,162][classifier.py][line:184][INFO] Epoch:[25/50]	 loss=0.45591	 acc=0.867
[2023-04-10 17:10:23,918][classifier.py][line:184][INFO] Epoch:[26/50]	 loss=0.28446	 acc=0.933
[2023-04-10 17:10:24,674][classifier.py][line:184][INFO] Epoch:[27/50]	 loss=0.09922	 acc=1.000
[2023-04-10 17:10:25,430][classifier.py][line:184][INFO] Epoch:[28/50]	 loss=0.14816	 acc=1.000
