[2023-04-11 00:41:51,331][classifier.py][line:149][INFO] Start training classifier......
[2023-04-11 00:41:51,344][classifier.py][line:184][INFO] Epoch:[1/5000]	 loss=2.34985	 acc=0.222
[2023-04-11 00:41:51,348][classifier.py][line:184][INFO] Epoch:[2/5000]	 loss=2.32463	 acc=0.222
[2023-04-11 00:41:51,352][classifier.py][line:184][INFO] Epoch:[3/5000]	 loss=2.29955	 acc=0.222
[2023-04-11 00:41:51,356][classifier.py][line:184][INFO] Epoch:[4/5000]	 loss=2.27464	 acc=0.222
[2023-04-11 00:41:51,360][classifier.py][line:184][INFO] Epoch:[5/5000]	 loss=2.25007	 acc=0.222
[2023-04-11 00:41:51,364][classifier.py][line:184][INFO] Epoch:[6/5000]	 loss=2.22568	 acc=0.222
[2023-04-11 00:41:51,368][classifier.py][line:184][INFO] Epoch:[7/5000]	 loss=2.20146	 acc=0.222
[2023-04-11 00:41:51,372][classifier.py][line:184][INFO] Epoch:[8/5000]	 loss=2.17732	 acc=0.222
[2023-04-11 00:41:51,376][classifier.py][line:184][INFO] Epoch:[9/5000]	 loss=2.15324	 acc=0.222
[2023-04-11 00:41:51,380][classifier.py][line:184][INFO] Epoch:[10/5000]	 loss=2.12922	 acc=0.222
[2023-04-11 00:41:51,386][classifier.py][line:184][INFO] Epoch:[11/5000]	 loss=2.10530	 acc=0.222
[2023-04-11 00:41:51,391][classifier.py][line:184][INFO] Epoch:[12/5000]	 loss=2.08152	 acc=0.222
[2023-04-11 00:41:51,397][classifier.py][line:184][INFO] Epoch:[13/5000]	 loss=2.05785	 acc=0.222
[2023-04-11 00:41:51,403][classifier.py][line:184][INFO] Epoch:[14/5000]	 loss=2.03424	 acc=0.222
[2023-04-11 00:41:51,409][classifier.py][line:184][INFO] Epoch:[15/5000]	 loss=2.01063	 acc=0.222
[2023-04-11 00:41:51,415][classifier.py][line:184][INFO] Epoch:[16/5000]	 loss=1.98700	 acc=0.222
[2023-04-11 00:41:51,420][classifier.py][line:184][INFO] Epoch:[17/5000]	 loss=1.96335	 acc=0.444
[2023-04-11 00:41:51,426][classifier.py][line:184][INFO] Epoch:[18/5000]	 loss=1.93972	 acc=0.444
[2023-04-11 00:41:51,432][classifier.py][line:184][INFO] Epoch:[19/5000]	 loss=1.91608	 acc=0.556
[2023-04-11 00:41:51,436][classifier.py][line:184][INFO] Epoch:[20/5000]	 loss=1.89244	 acc=0.556
[2023-04-11 00:41:51,440][classifier.py][line:184][INFO] Epoch:[21/5000]	 loss=1.86880	 acc=0.556
[2023-04-11 00:41:51,444][classifier.py][line:184][INFO] Epoch:[22/5000]	 loss=1.84526	 acc=0.778
[2023-04-11 00:41:51,449][classifier.py][line:184][INFO] Epoch:[23/5000]	 loss=1.82162	 acc=0.889
[2023-04-11 00:41:51,453][classifier.py][line:184][INFO] Epoch:[24/5000]	 loss=1.79799	 acc=0.889
