[2023-04-10 21:23:44,866][classifier.py][line:149][INFO] Start training classifier......
[2023-04-10 21:23:45,555][classifier.py][line:184][INFO] Epoch:[1/100]	 loss=1.43011	 acc=0.800
[2023-04-10 21:23:46,251][classifier.py][line:184][INFO] Epoch:[2/100]	 loss=0.47404	 acc=0.867
[2023-04-10 21:23:47,030][classifier.py][line:184][INFO] Epoch:[3/100]	 loss=0.71126	 acc=0.733
[2023-04-10 21:23:47,800][classifier.py][line:184][INFO] Epoch:[4/100]	 loss=0.42286	 acc=0.867
[2023-04-10 21:23:48,457][classifier.py][line:184][INFO] Epoch:[5/100]	 loss=0.31054	 acc=0.933
[2023-04-10 21:23:49,107][classifier.py][line:184][INFO] Epoch:[6/100]	 loss=1.11699	 acc=0.667
[2023-04-10 21:23:49,826][classifier.py][line:184][INFO] Epoch:[7/100]	 loss=0.31962	 acc=0.867
[2023-04-10 21:23:50,584][classifier.py][line:184][INFO] Epoch:[8/100]	 loss=0.25639	 acc=0.800
[2023-04-10 21:23:51,259][classifier.py][line:184][INFO] Epoch:[9/100]	 loss=0.20262	 acc=0.933
[2023-04-10 21:23:51,969][classifier.py][line:184][INFO] Epoch:[10/100]	 loss=0.21795	 acc=1.000
[2023-04-10 21:23:52,662][classifier.py][line:184][INFO] Epoch:[11/100]	 loss=0.41537	 acc=0.933
[2023-04-10 21:23:53,324][classifier.py][line:184][INFO] Epoch:[12/100]	 loss=0.37354	 acc=0.867
[2023-04-10 21:23:53,947][classifier.py][line:184][INFO] Epoch:[13/100]	 loss=0.09031	 acc=1.000
[2023-04-10 21:23:54,588][classifier.py][line:184][INFO] Epoch:[14/100]	 loss=0.15809	 acc=0.933
[2023-04-10 21:23:55,334][classifier.py][line:184][INFO] Epoch:[15/100]	 loss=0.10935	 acc=1.000
[2023-04-10 21:23:55,983][classifier.py][line:184][INFO] Epoch:[16/100]	 loss=0.11484	 acc=0.933
[2023-04-10 21:23:56,729][classifier.py][line:184][INFO] Epoch:[17/100]	 loss=0.40381	 acc=0.933
[2023-04-10 21:23:57,484][classifier.py][line:184][INFO] Epoch:[18/100]	 loss=0.10611	 acc=1.000
[2023-04-10 21:23:58,238][classifier.py][line:184][INFO] Epoch:[19/100]	 loss=0.29352	 acc=0.933
[2023-04-10 21:23:58,938][classifier.py][line:184][INFO] Epoch:[20/100]	 loss=0.78042	 acc=0.933
[2023-04-10 21:23:59,689][classifier.py][line:184][INFO] Epoch:[21/100]	 loss=0.40679	 acc=0.800
[2023-04-10 21:24:00,408][classifier.py][line:184][INFO] Epoch:[22/100]	 loss=0.21835	 acc=0.933
[2023-04-10 21:24:01,158][classifier.py][line:184][INFO] Epoch:[23/100]	 loss=0.18031	 acc=0.933
[2023-04-10 21:24:01,955][classifier.py][line:184][INFO] Epoch:[24/100]	 loss=0.23541	 acc=0.867
[2023-04-10 21:24:02,700][classifier.py][line:184][INFO] Epoch:[25/100]	 loss=0.27105	 acc=0.867
[2023-04-10 21:24:03,437][classifier.py][line:184][INFO] Epoch:[26/100]	 loss=0.09573	 acc=1.000
[2023-04-10 21:24:04,242][classifier.py][line:184][INFO] Epoch:[27/100]	 loss=0.21188	 acc=0.933
[2023-04-10 21:24:05,054][classifier.py][line:184][INFO] Epoch:[28/100]	 loss=0.04390	 acc=1.000
[2023-04-10 21:24:05,838][classifier.py][line:184][INFO] Epoch:[29/100]	 loss=0.15149	 acc=0.933
[2023-04-10 21:24:06,551][classifier.py][line:184][INFO] Epoch:[30/100]	 loss=0.09206	 acc=1.000
[2023-04-10 21:24:07,350][classifier.py][line:184][INFO] Epoch:[31/100]	 loss=0.11822	 acc=0.933
[2023-04-10 21:24:08,111][classifier.py][line:184][INFO] Epoch:[32/100]	 loss=0.28089	 acc=0.867
[2023-04-10 21:24:08,891][classifier.py][line:184][INFO] Epoch:[33/100]	 loss=0.18140	 acc=0.933
[2023-04-10 21:24:09,588][classifier.py][line:184][INFO] Epoch:[34/100]	 loss=0.12084	 acc=0.933
[2023-04-10 21:24:10,295][classifier.py][line:184][INFO] Epoch:[35/100]	 loss=0.73246	 acc=0.933
[2023-04-10 21:24:10,926][classifier.py][line:184][INFO] Epoch:[36/100]	 loss=0.10436	 acc=0.933
[2023-04-10 21:24:11,553][classifier.py][line:184][INFO] Epoch:[37/100]	 loss=0.23981	 acc=0.867
[2023-04-10 21:24:12,180][classifier.py][line:184][INFO] Epoch:[38/100]	 loss=0.11336	 acc=1.000
[2023-04-10 21:24:12,808][classifier.py][line:184][INFO] Epoch:[39/100]	 loss=0.10549	 acc=0.933
[2023-04-10 21:24:13,439][classifier.py][line:184][INFO] Epoch:[40/100]	 loss=0.23073	 acc=0.933
[2023-04-10 21:24:14,066][classifier.py][line:184][INFO] Epoch:[41/100]	 loss=0.06544	 acc=1.000
[2023-04-10 21:24:14,694][classifier.py][line:184][INFO] Epoch:[42/100]	 loss=0.08599	 acc=0.933
