[2023-04-10 21:15:48,420][train.py][line:19][INFO] Start trainning......
[2023-04-10 21:15:48,495][train.py][line:54][INFO] Epoch:[1/500]	 loss=2.26755	 acc=0.074
[2023-04-10 21:15:48,552][train.py][line:54][INFO] Epoch:[2/500]	 loss=1.58629	 acc=0.889
[2023-04-10 21:15:48,609][train.py][line:54][INFO] Epoch:[3/500]	 loss=1.26849	 acc=0.889
[2023-04-10 21:15:48,666][train.py][line:54][INFO] Epoch:[4/500]	 loss=0.80996	 acc=0.926
[2023-04-10 21:15:48,723][train.py][line:54][INFO] Epoch:[5/500]	 loss=0.58261	 acc=0.963
[2023-04-10 21:15:48,779][train.py][line:54][INFO] Epoch:[6/500]	 loss=0.37768	 acc=1.000
[2023-04-10 21:15:48,836][train.py][line:54][INFO] Epoch:[7/500]	 loss=0.24010	 acc=1.000
[2023-04-10 21:15:48,895][train.py][line:54][INFO] Epoch:[8/500]	 loss=0.13386	 acc=1.000
[2023-04-10 21:15:48,951][train.py][line:54][INFO] Epoch:[9/500]	 loss=0.09857	 acc=1.000
[2023-04-10 21:15:49,006][train.py][line:54][INFO] Epoch:[10/500]	 loss=0.07735	 acc=1.000
[2023-04-10 21:15:49,062][train.py][line:54][INFO] Epoch:[11/500]	 loss=0.07811	 acc=1.000
[2023-04-10 21:15:49,117][train.py][line:54][INFO] Epoch:[12/500]	 loss=0.04525	 acc=1.000
[2023-04-10 21:15:49,172][train.py][line:54][INFO] Epoch:[13/500]	 loss=0.04232	 acc=1.000
[2023-04-10 21:15:49,227][train.py][line:54][INFO] Epoch:[14/500]	 loss=0.02043	 acc=1.000
[2023-04-10 21:15:49,282][train.py][line:54][INFO] Epoch:[15/500]	 loss=0.02345	 acc=1.000
[2023-04-10 21:15:49,337][train.py][line:54][INFO] Epoch:[16/500]	 loss=0.01439	 acc=1.000
[2023-04-10 21:15:49,393][train.py][line:54][INFO] Epoch:[17/500]	 loss=0.01129	 acc=1.000
[2023-04-10 21:15:49,450][train.py][line:54][INFO] Epoch:[18/500]	 loss=0.01182	 acc=1.000
[2023-04-10 21:15:49,505][train.py][line:54][INFO] Epoch:[19/500]	 loss=0.00954	 acc=1.000
[2023-04-10 21:15:49,559][train.py][line:54][INFO] Epoch:[20/500]	 loss=0.00909	 acc=1.000
[2023-04-10 21:15:49,614][train.py][line:54][INFO] Epoch:[21/500]	 loss=0.00799	 acc=1.000
[2023-04-10 21:15:49,669][train.py][line:54][INFO] Epoch:[22/500]	 loss=0.00691	 acc=1.000
[2023-04-10 21:15:49,724][train.py][line:54][INFO] Epoch:[23/500]	 loss=0.00709	 acc=1.000
[2023-04-10 21:15:49,778][train.py][line:54][INFO] Epoch:[24/500]	 loss=0.00664	 acc=1.000
[2023-04-10 21:15:49,833][train.py][line:54][INFO] Epoch:[25/500]	 loss=0.00634	 acc=1.000
[2023-04-10 21:15:49,901][train.py][line:54][INFO] Epoch:[26/500]	 loss=0.00596	 acc=1.000
[2023-04-10 21:15:49,960][train.py][line:54][INFO] Epoch:[27/500]	 loss=0.00352	 acc=1.000
[2023-04-10 21:15:50,014][train.py][line:54][INFO] Epoch:[28/500]	 loss=0.00375	 acc=1.000
[2023-04-10 21:15:50,069][train.py][line:54][INFO] Epoch:[29/500]	 loss=0.00398	 acc=1.000
[2023-04-10 21:15:50,124][train.py][line:54][INFO] Epoch:[30/500]	 loss=0.00447	 acc=1.000
[2023-04-10 21:15:50,179][train.py][line:54][INFO] Epoch:[31/500]	 loss=0.00389	 acc=1.000
[2023-04-10 21:15:50,234][train.py][line:54][INFO] Epoch:[32/500]	 loss=0.00416	 acc=1.000
[2023-04-10 21:15:50,289][train.py][line:54][INFO] Epoch:[33/500]	 loss=0.00409	 acc=1.000
[2023-04-10 21:15:50,343][train.py][line:54][INFO] Epoch:[34/500]	 loss=0.00295	 acc=1.000
[2023-04-10 21:15:50,398][train.py][line:54][INFO] Epoch:[35/500]	 loss=0.00357	 acc=1.000
[2023-04-10 21:15:50,453][train.py][line:54][INFO] Epoch:[36/500]	 loss=0.00173	 acc=1.000
[2023-04-10 21:15:50,508][train.py][line:54][INFO] Epoch:[37/500]	 loss=0.00333	 acc=1.000
[2023-04-10 21:15:50,562][train.py][line:54][INFO] Epoch:[38/500]	 loss=0.00283	 acc=1.000
[2023-04-10 21:15:50,617][train.py][line:54][INFO] Epoch:[39/500]	 loss=0.00329	 acc=1.000
[2023-04-10 21:15:50,672][train.py][line:54][INFO] Epoch:[40/500]	 loss=0.00297	 acc=1.000
